IdKind;Geslacht;Postcode;Gemeente;IndStatus;LlGroep;IdKeuze;Voorkeur;School;Roepnaam;SchoolNummer;Vestigingsnummer;Wijk;Net;Status;Random;Voorrangsgroep;StraatSchool;NrSchool;BusSchool;PcSChool;GemeenteSchool
4c2c5caf-925a-45ac-a600-6f4d95bda8f0;Man;9940;EVERGEM;onbepaald;1ste secundair stroom A;7d31f376-b896-4114-9a4c-72d10a68272d;1;Einstein Atheneum campus Evergem;Einstein Atheneum campus Evergem;43216;1;Buiten Gent;GO!;Ingeschreven;11059;REST;Hofbilkstraat ;21;;9940;Evergem
14ad3934-2f5b-4c50-98d6-bb5947db4fd0;Man;9000;GENT;onbepaald;1ste secundair stroom A;393a4180-8589-4a4f-9031-25a991157864;1;EDUGO De Brug;EDUGO De Brug;127712;1;Oostakker;Vrij katholiek onderwijs;Ingeschreven;6065;BZ;Simone Duboisstraat ;15;;9041;Oostakker
51fe52c6-22ed-41ff-a918-507b29cc1e96;Man;9031;Drongen;onbepaald;1ste buitengewoon secundair stroom A;4ded5ef2-614a-421b-a7ec-311ce2b836fa;1;BuSO Instituut Bert Carlier - Opleidingsvorm 4;BuSO Het Kwadrant;28191;4;Watersportbaan – Ekkergem;Stedelijk onderwijs;Ingeschreven;11183;REST;Offerlaan;3;;9000;Gent
51fe52c6-22ed-41ff-a918-507b29cc1e96;Man;9031;Drongen;onbepaald;1ste buitengewoon secundair stroom A;f5afdc0d-30e4-4422-bdf1-25894c998961;2;GO! BuSo Reynaertschool Campus Impuls;BuSO Campus Impuls Drongen;27326;2;Drongen;GO!;Afgemeld;3940;REST;Baarleboslaan;86;;9031;Drongen
51fe52c6-22ed-41ff-a918-507b29cc1e96;Man;9031;Drongen;onbepaald;1ste buitengewoon secundair stroom A;0cb8aabe-e2f4-40ed-9525-db8f54eda363;3;Instituut voor Buitengewoon Onderwijs IVIO Binnenhof;BuSO IVIO Binnenhof Molenaarsstraat;144659;4;Sluizeken – Tolhuis – Ham;Vrij katholiek onderwijs;Afgemeld;11044;REST;Molenaarsstraat;30;;9000;Gent
7714aa82-3d0d-447a-a2a1-6032c6ccbb01;Man;9000;GENT;onbepaald;1ste buitengewoon secundair stroom A;53cc0728-0883-46bd-adb1-13121a2f9559;1;BuSO Instituut Bert Carlier - Opleidingsvorm 4;BuSO Het Kwadrant;28191;4;Watersportbaan – Ekkergem;Stedelijk onderwijs;Ingeschreven;10848;REST;Offerlaan;3;;9000;Gent
fffe8266-3cdd-4a1b-a507-64ab925c5122;Vrouw;9820;Lemberge;onbepaald;1ste secundair stroom B;52172cd9-7ba5-4208-b539-8e7832a93bc7;1;Tectura Tuinbouwschool Melle;Tectura Tuinbouwschool Melle;43562;1;Buiten Gent;GO!;Plaats Vrijgegeven;5620;REST;Brusselsesteenweg ;165;;9090;Melle
fffe8266-3cdd-4a1b-a507-64ab925c5122;Vrouw;9820;Lemberge;onbepaald;1ste secundair stroom B;111c0af6-76a5-475f-bdbe-6ffaa328ec51;2;Hotelschool Gent;Hotelschool Gent;36764;2;Binnenstad;Stedelijk onderwijs;Afgemeld;6866;REST;Lange Violettestraat ;10;;9000;Gent
3b19594d-ae76-4134-807e-cfd269f9f88c;Man;9000;GENT;onbepaald;1ste secundair stroom A;b755b441-21f4-4f9a-8960-caaf26799df0;1;Atheneum Wispelberg;Wispelberg;112102;1;Elisabethbegijnhof – Papegaai;Stedelijk onderwijs;Plaats Vrijgegeven;9365;REST;Wispelbergstraat;2;;9000;Gent
3b19594d-ae76-4134-807e-cfd269f9f88c;Man;9000;GENT;onbepaald;1ste secundair stroom A;1491b086-eea2-488a-9060-434f2230a65c;2;Sint-Lievenscollege 1;Sint-Lievenscollege Humaniora;127688 & 127696;1;Binnenstad;Vrij katholiek onderwijs;Ingeschreven;8465;REST;Zilverenberg;1;;9000;Gent
3b19594d-ae76-4134-807e-cfd269f9f88c;Man;9000;GENT;onbepaald;1ste secundair stroom A;916e3991-cbd4-489f-beaf-94dd8183e282;3;Sint-Bavohumaniora Middenschool;Sint-Bavohumaniora;112169;1;Binnenstad;Vrij katholiek onderwijs;Afgemeld;3535;REST;Reep;4;;9000;Gent
2baa6f5d-3eeb-4f18-bd4e-2bcd12df0f53;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;ed6a5c64-1c8b-4388-89b5-988b277bc0a1;1;Sint-Barbaracollege;Sint-Barbaracollege;126649;1;Binnenstad;Vrij katholiek onderwijs;Ingeschreven;9156;REST;Savaanstraat;33;;9000;Gent
2baa6f5d-3eeb-4f18-bd4e-2bcd12df0f53;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;6aa56708-b12b-4ad6-bf5f-d319a2588439;2;Don Bosco Gent - campus Sint-Pieters;Sint-Pieters;128025;1;Stationsbuurt Noord;Vrij katholiek onderwijs;Afgemeld;3018;REST;Koning Albertlaan;70;;9000;Gent
d8fd279c-8cbe-4c56-9892-706a17f4221c;Man;9630;Beerlegem;onbepaald;1ste secundair stroom B;3f60c5be-8df3-40ad-8b8b-b4c068b46733;1;Tectura Tuinbouwschool Melle;Tectura Tuinbouwschool Melle;43562;1;Buiten Gent;GO!;Geannuleerd;4683;REST;Brusselsesteenweg ;165;;9090;Melle
fd1b7624-85c9-4fac-bc42-38486671ea84;Man;9630;Beerlegem;onbepaald;1ste secundair stroom A;cf1fe9c1-788e-4a3d-898d-dd5970bd9166;1;Tectura Tuinbouwschool Melle;Tectura Tuinbouwschool Melle;43562;1;Buiten Gent;GO!;Ingeschreven;1394;REST;Brusselsesteenweg ;165;;9090;Melle
7f2ab993-ba73-4511-bfc0-16b0d8e8a4b6;Vrouw;6040;Jumet;onbepaald;1ste secundair stroom B;6bff6a0d-e378-4ca3-b6ba-fabe517d81e8;1;VISO Gent;VISO Gent;36939;2;Binnenstad;Vrij katholiek onderwijs;Ingeschreven;3355;REST;Jan-Baptist Guinardstraat;23;;9000;Gent
f49eea5f-3f25-490c-ab24-a559bbf66f2d;Vrouw;9041;Oostakker;onbepaald;1ste buitengewoon secundair stroom A;00b62e05-9643-430d-8a91-fe80e8ac2024;1;GO! BuSo Reynaertschool Campus Impuls;BuSO Campus Impuls Oostakker;27326;1;Oostakker;GO!;Ingeschreven;4934;REST;Wolfputstraat;42;b;9041;Oostakker
f49eea5f-3f25-490c-ab24-a559bbf66f2d;Vrouw;9041;Oostakker;onbepaald;1ste buitengewoon secundair stroom A;3aecd4ba-eb65-45e0-b83a-cb3474b3a56a;2;Instituut voor Buitengewoon Onderwijs IVIO Binnenhof;BuSO IVIO Binnenhof Molenaarsstraat;144659;4;Sluizeken – Tolhuis – Ham;Vrij katholiek onderwijs;Afgemeld;5508;REST;Molenaarsstraat;30;;9000;Gent
f49eea5f-3f25-490c-ab24-a559bbf66f2d;Vrouw;9041;Oostakker;onbepaald;1ste buitengewoon secundair stroom A;db64babe-510e-4365-8ab2-98ac7642b56b;3;BuSO Instituut Bert Carlier - Opleidingsvorm 4;BuSO Het Kwadrant;28191;4;Watersportbaan – Ekkergem;Stedelijk onderwijs;Afgemeld;1301;REST;Offerlaan;3;;9000;Gent
f49eea5f-3f25-490c-ab24-a559bbf66f2d;Vrouw;9041;Oostakker;onbepaald;1ste buitengewoon secundair stroom A;2b388e81-c141-4f80-a08a-3796a894abb6;4;BuSO Sint-Gregorius;BuSO Sint-Gregorius;28241;1;Gentbrugge;Vrij katholiek onderwijs;Afgemeld;5963;REST;Jules Destréelaan;67;;9050;Gentbrugge
e3f24164-2f7a-4104-b5c6-916aa405dcc8;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;e64a1df4-f6ce-46e9-afac-2a26fb12432a;1;GO! Middenschool Voskenslaan;GO! Middenschool Voskenslaan;44669;1;Stationsbuurt Zuid;GO!;Ingeschreven;6302;REST;Voskenslaan;60;;9000;Gent
e3f24164-2f7a-4104-b5c6-916aa405dcc8;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;4a6c0d81-6232-483c-afdb-8926556ce312;2;Sint-Paulusinstituut 1;Sint-Paulus campus Patijntjestraat;127531;1;Stationsbuurt Noord;Vrij katholiek onderwijs;Afgemeld;9061;REST;Patijntjestraat;45;;9000;Gent
e3f24164-2f7a-4104-b5c6-916aa405dcc8;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;7e2d6a7b-2eac-4703-8d43-ae146417f7c6;3;Sint-Bavohumaniora Middenschool;Sint-Bavohumaniora;112169;1;Binnenstad;Vrij katholiek onderwijs;Afgemeld;1053;REST;Reep;4;;9000;Gent
57141ed2-7cee-4232-b854-3d08023955ea;Man;9940;Ertvelde;onbepaald;1ste secundair stroom A;bede10e7-8756-46a8-9bc5-701dc46a279f;1;Einstein Atheneum campus Evergem;Einstein Atheneum campus Evergem;43216;1;Buiten Gent;GO!;Ingeschreven;8263;REST;Hofbilkstraat ;21;;9940;Evergem
57141ed2-7cee-4232-b854-3d08023955ea;Man;9940;Ertvelde;onbepaald;1ste secundair stroom A;315801a9-e968-41b4-a35f-eafbcb140d9c;2;Sint-Franciscus Evergem;Sint-Franciscus Evergem;36517;1;Buiten Gent;Vrij katholiek onderwijs;Afgemeld;11213;REST;Schepenhuisstraat;4;;9940;Evergem
57141ed2-7cee-4232-b854-3d08023955ea;Man;9940;Ertvelde;onbepaald;1ste secundair stroom A;4c9231db-6173-4606-aa8e-147a25ecc6e2;3;Einstein Atheneum campus Oostakker;Einstein Atheneum campus Oostakker;43216;2;Oostakker;GO!;Afgemeld;17;REST;Gentstraat;194;;9041;Oostakker
0557c533-557b-4a10-af67-649da60484cb;Vrouw;9900;EEKLO;onbepaald;1ste secundair stroom A;2561145e-42bf-4bb3-b446-d2dfd6190df7;1;Sint-Franciscus Evergem;Sint-Franciscus Evergem;36517;1;Buiten Gent;Vrij katholiek onderwijs;Ingeschreven;3676;REST;Schepenhuisstraat;4;;9940;Evergem
0557c533-557b-4a10-af67-649da60484cb;Vrouw;9900;EEKLO;onbepaald;1ste secundair stroom A;6c7c1eda-0dac-46c1-b37b-51794e8e4faa;2;Einstein Atheneum campus Evergem;Einstein Atheneum campus Evergem;43216;1;Buiten Gent;GO!;Afgemeld;3835;REST;Hofbilkstraat ;21;;9940;Evergem
aad15c09-bd86-4eaf-8f10-89e6b1f0b255;Man;9940;Kluizen;onbepaald;1ste secundair stroom A;a762da44-c90c-4884-8e25-16c6545b35bf;1;Sint-Franciscus Evergem;Sint-Franciscus Evergem;36517;1;Buiten Gent;Vrij katholiek onderwijs;Ingeschreven;11067;BZ;Schepenhuisstraat;4;;9940;Evergem
4bd1a6fe-5767-4798-9b44-edddb9cb036d;Man;9940;Kluizen;onbepaald;1ste secundair stroom A;d584ae9c-bf79-4f54-b529-3760366565ab;1;Sint-Franciscus Evergem;Sint-Franciscus Evergem;36517;1;Buiten Gent;Vrij katholiek onderwijs;Ingeschreven;11117;BZ;Schepenhuisstraat;4;;9940;Evergem
035d4b95-27b5-4019-9e00-f22368b78bda;Vrouw;9810;NAZARETH;onbepaald;1ste secundair stroom A;dc69d07e-f9da-4c1e-98df-a7ae99456a03;1;GO! Middenschool Voskenslaan;GO! Middenschool Voskenslaan;44669;1;Stationsbuurt Zuid;GO!;Ingeschreven;7088;BZ;Voskenslaan;60;;9000;Gent
490187e3-82ad-471d-aad3-ab0d32268a68;Vrouw;1000;BRUSSEL;onbepaald;1ste secundair stroom A;aa100afb-ec9b-4145-9878-8c5c32b6e46e;1;Lucernacollege Gent;Lucernacollege;122382;4;Stationsbuurt Zuid;Vrij onderwijs;Uitgeschreven;0;REST;Ganzendries;149;;9000;Gent
aea81a3a-9720-45ad-81ac-8b5fd9720a99;Vrouw;9000;GENT;onbepaald;1ste secundair stroom B;1f09f1dc-378a-484b-a831-758660034180;1;Freinetmiddenschool Gent;Freinetmiddenschool Gent;116749;4;Watersportbaan – Ekkergem;Stedelijk onderwijs;Ingeschreven;883;REST;Offerlaan;1;;9000;Gent
aea81a3a-9720-45ad-81ac-8b5fd9720a99;Vrouw;9000;GENT;onbepaald;1ste secundair stroom B;5e6d00c5-a1af-4bd5-ad22-b3065a46612e;2;Visitatie;Visitatie;37581;1;Mariakerke;Vrij katholiek onderwijs;Afgemeld;4702;REST;Zandloperstraat;8;;9030;Mariakerke
aea81a3a-9720-45ad-81ac-8b5fd9720a99;Vrouw;9000;GENT;onbepaald;1ste secundair stroom B;de9d992a-caf5-4f06-ae89-eaf08b09e9f2;3;IVV Sint-Vincentius;IVV Sint-Vincentius;37069;1;Sluizeken – Tolhuis – Ham;Vrij katholiek onderwijs;Afgemeld;2746;REST;Molenaarsstraat;30;;9000;Gent
b7f85862-c815-4eb2-be99-04d02b352a35;Man;9860;OOSTERZELE;onbepaald;1ste secundair stroom B;5efeadc7-f992-404c-bad6-3c0397c64bb5;1;Don Bosco Technisch Instituut ;Don Bosco School voor Wetenschap, Techniek en  Design;38083;1;Sint Denijs Westrem;Vrij katholiek onderwijs;Ingeschreven;10485;REST;Kortrijksesteenweg;1025;;9051;Sint-Denijs-Westrem
b7f85862-c815-4eb2-be99-04d02b352a35;Man;9860;OOSTERZELE;onbepaald;1ste secundair stroom B;55daac61-0338-4262-aa2d-af1375bf1510;2;BenedictusPoort;BenedictusPoort;126433;2;Ledeberg;Vrij katholiek onderwijs;Afgemeld;3529;REST;Hundelgemsesteenweg;93;;9050;Ledeberg
0d7b08dc-c92f-4594-aa30-b6da1272e997;Vrouw;9060;ZELZATE;onbepaald;1ste secundair stroom A;2ec76e36-d535-4776-9434-398f197533ab;1;Atheneum GO! Erasmus;Atheneum GO! Erasmus;43885;1;Buiten Gent;GO!;Ingeschreven;7156;REST;Onteigeningsstraat;41;D;9060;Zelzate
97a3037e-e784-492c-9020-2a21740e8673;Man;9000;Gent;onbepaald;1ste secundair stroom A;a04e2fab-14f2-4c31-92dd-0018b060c79d;1;Sint-Lievenscollege 1;Sint-Lievenscollege Humaniora;127688 & 127696;1;Binnenstad;Vrij katholiek onderwijs;Ingeschreven;4039;REST;Zilverenberg;1;;9000;Gent
f7e84aa9-2f55-46e6-bcfb-897766e40d2c;Vrouw;9040;Sint-Amandsberg;onbepaald;1ste secundair stroom A;960b88e8-9d75-4759-ae91-36b031dd3ade;1;GO! Campus Lyceum;GO! Campus Lyceum;43356;1;Stationsbuurt Noord;GO!;Plaats Vrijgegeven;11053;BZ;Kortrijksesteenweg;12;;9000;Gent
1ba4b0b1-06ae-4a8f-b61e-51cb47d14a61;Man;9060;ZELZATE;onbepaald;1ste secundair stroom A;dd7163d0-6c06-4f38-980d-ce23961345d6;1;Atheneum GO! Erasmus;Atheneum GO! Erasmus;43885;1;Buiten Gent;GO!;Ingeschreven;9003;REST;Onteigeningsstraat;41;D;9060;Zelzate
34d73cf9-1ce1-4633-9223-cae763b91030;Man;9000;GENT;onbepaald;1ste secundair stroom A;b43c5fe6-4cd2-4f8f-a3e8-3c4799b7d0b1;1;Lucernacollege Gent;Lucernacollege;122382;4;Stationsbuurt Zuid;Vrij onderwijs;Ingeschreven;165;BZ;Ganzendries;149;;9000;Gent
34d73cf9-1ce1-4633-9223-cae763b91030;Man;9000;GENT;onbepaald;1ste secundair stroom A;98316de1-446f-4c92-a4bd-f4badbc5d4de;2;Atheneum Wispelberg;Wispelberg;112102;1;Elisabethbegijnhof – Papegaai;Stedelijk onderwijs;Afgemeld Dubbele Toekenning;8629;REST;Wispelbergstraat;2;;9000;Gent
34d73cf9-1ce1-4633-9223-cae763b91030;Man;9000;GENT;onbepaald;1ste secundair stroom A;32b55407-398a-4ae4-8d34-cac1b08f450d;3;Freinetmiddenschool Gent;Freinetmiddenschool Gent;116749;4;Watersportbaan – Ekkergem;Stedelijk onderwijs;Afgemeld Dubbele Toekenning;4142;REST;Offerlaan;1;;9000;Gent
d88612eb-451d-4ca8-9a02-1d6fe8f60c53;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;aaf81c5d-2da2-4eb5-8a09-3202abb3ad39;1;Atheneum Wispelberg;Wispelberg;112102;1;Elisabethbegijnhof – Papegaai;Stedelijk onderwijs;Ingeschreven;9367;REST;Wispelbergstraat;2;;9000;Gent
d88612eb-451d-4ca8-9a02-1d6fe8f60c53;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;4b484265-0f13-4d59-8053-80620912a5e7;2;Lucernacollege Gent;Lucernacollege;122382;4;Stationsbuurt Zuid;Vrij onderwijs;Plaats Vrijgegeven;4792;BZ;Ganzendries;149;;9000;Gent
465928f2-0fb0-4200-a891-1bad82d9b286;Man;9890;Asper;onbepaald;1ste secundair stroom B;450bf1db-ea75-49ef-aacf-7783cfa27063;1;VISO Gent;VISO Gent;36939;2;Binnenstad;Vrij katholiek onderwijs;Ingeschreven;0;REST;Jan-Baptist Guinardstraat;23;;9000;Gent
d821a448-e824-4010-9a49-63005e1d3ab6;Vrouw;9940;Evergem;onbepaald;1ste secundair stroom A;8d84a044-32ef-489a-9487-3068b840028c;1;Sint-Franciscus Evergem;Sint-Franciscus Evergem;36517;1;Buiten Gent;Vrij katholiek onderwijs;Ingeschreven;8417;REST;Schepenhuisstraat;4;;9940;Evergem
d821a448-e824-4010-9a49-63005e1d3ab6;Vrouw;9940;Evergem;onbepaald;1ste secundair stroom A;0c289f82-7390-4e5d-a21f-c9b40bbb8b41;2;Sint-Bavohumaniora Middenschool;Sint-Bavohumaniora;112169;1;Binnenstad;Vrij katholiek onderwijs;Afgemeld;4777;REST;Reep;4;;9000;Gent
d821a448-e824-4010-9a49-63005e1d3ab6;Vrouw;9940;Evergem;onbepaald;1ste secundair stroom A;b16ba5a8-00d6-467e-b6fe-38e02f94253c;3;Don Bosco Gent - campus Sint-Pieters;Sint-Pieters;128025;1;Stationsbuurt Noord;Vrij katholiek onderwijs;Afgemeld;2638;REST;Koning Albertlaan;70;;9000;Gent
f11785a1-90a5-4239-8fd9-e31adf944fa1;Man;9050;Gentbrugge;onbepaald;1ste secundair stroom B;7ef058ef-4a96-4574-be77-472d5c3c9319;1;BenedictusPoort;BenedictusPoort;126433;2;Ledeberg;Vrij katholiek onderwijs;Ingeschreven;2816;REST;Hundelgemsesteenweg;93;;9050;Ledeberg
f11785a1-90a5-4239-8fd9-e31adf944fa1;Man;9050;Gentbrugge;onbepaald;1ste secundair stroom B;74feefd9-31bb-42ce-9043-cd0137814257;2;Richtpunt campus Gent Abdisstraat;Richtpunt campus Gent;36699;1;Watersportbaan – Ekkergem;Provinciaal onderwijs;Afgemeld;3738;REST;Abdisstraat (administratieve zetel 1ste graad);56;;9000;Gent
f11785a1-90a5-4239-8fd9-e31adf944fa1;Man;9050;Gentbrugge;onbepaald;1ste secundair stroom B;f800ac8f-89be-4a7a-a357-87063b6d8659;3;Tectura Groenkouter;Tectura Groenkouter;127894;1;Sint-Amandsberg;GO!;Afgemeld;1428;REST;Sint-Baafskouterstraat;129;;9040;Sint-Amandsberg
7540ddc7-8960-4c9a-aadf-5e85e044f380;Man;9000;GENT;onbepaald;1ste secundair stroom A;9ef22e4a-1f6e-4da5-88d0-2d6b8d523863;1;Visitatie;Visitatie;37581;1;Mariakerke;Vrij katholiek onderwijs;Uitgeschreven;7365;REST;Zandloperstraat;8;;9030;Mariakerke
7540ddc7-8960-4c9a-aadf-5e85e044f380;Man;9000;GENT;onbepaald;1ste secundair stroom A;e7d27ddb-5985-4d43-b828-559ff1baadcb;2;GO! Campus Lyceum;GO! Campus Lyceum;43356;1;Stationsbuurt Noord;GO!;Afgemeld;7583;REST;Kortrijksesteenweg;12;;9000;Gent
7540ddc7-8960-4c9a-aadf-5e85e044f380;Man;9000;GENT;onbepaald;1ste secundair stroom A;5c6b2ed1-c058-4bd3-bef7-6ce2bf56de69;3;Richtpunt campus Gent Abdisstraat;Richtpunt campus Gent;36699;1;Watersportbaan – Ekkergem;Provinciaal onderwijs;Afgemeld;9833;REST;Abdisstraat (administratieve zetel 1ste graad);56;;9000;Gent
e883e46a-9f11-46e7-968c-eea4af7ca705;Vrouw;;;onbepaald;1ste secundair stroom A;243875e8-931d-4f13-a3c2-c6b6b68bb24d;1;GO! Middenschool Voskenslaan;GO! Middenschool Voskenslaan;44669;1;Stationsbuurt Zuid;GO!;Ingeschreven;6692;REST;Voskenslaan;60;;9000;Gent
e883e46a-9f11-46e7-968c-eea4af7ca705;Vrouw;;;onbepaald;1ste secundair stroom A;cc54fd1e-16a6-46e8-98e3-6416692203ef;2;Don Bosco Gent - campus Sint-Pieters;Sint-Pieters;128025;1;Stationsbuurt Noord;Vrij katholiek onderwijs;Afgemeld;4813;REST;Koning Albertlaan;70;;9000;Gent
e883e46a-9f11-46e7-968c-eea4af7ca705;Vrouw;;;onbepaald;1ste secundair stroom A;f42a9cbb-3f36-4a2a-8abc-0e42b86043a3;3;IVG school;IVG-school;46871;1;Binnenstad;Vrij onderwijs;Afgemeld;8355;REST;Nederkouter;112;;9000;Gent
e883e46a-9f11-46e7-968c-eea4af7ca705;Vrouw;;;onbepaald;1ste secundair stroom A;37064d03-223d-401c-a651-38ab863fb63c;4;Sint-Barbaracollege;Sint-Barbaracollege;126649;1;Binnenstad;Vrij katholiek onderwijs;Afgemeld;4165;REST;Savaanstraat;33;;9000;Gent
bab1494b-cd28-4c7f-9a90-b6d27f9fb242;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;6d7a6ba2-6a4d-420e-a23a-d7db0483a167;1;Sint-Janscollege eerste graad;Sint-Janscollege campus Heiveld;115361;1;Sint-Amandsberg;Vrij katholiek onderwijs;Ingeschreven;5139;REST;Heiveldstraat;117;;9040;Sint-Amandsberg
bab1494b-cd28-4c7f-9a90-b6d27f9fb242;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;b7dc8e45-ac77-4781-bdf4-ace225a0d17c;2;Einstein Atheneum campus Oostakker;Einstein Atheneum campus Oostakker;43216;2;Oostakker;GO!;Afgemeld;2342;REST;Gentstraat;194;;9041;Oostakker
bab1494b-cd28-4c7f-9a90-b6d27f9fb242;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;3fb62a14-2949-45e9-99cb-505ad8136aef;3;Atheneum Wispelberg;Wispelberg;112102;1;Elisabethbegijnhof – Papegaai;Stedelijk onderwijs;Afgemeld;9226;REST;Wispelbergstraat;2;;9000;Gent
60809b5a-d3da-4b53-88da-972ac1bc5e56;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;0600d763-5607-4f2a-9d89-41319ff9bc10;1;BenedictusPoort;BenedictusPoort;126433;2;Ledeberg;Vrij katholiek onderwijs;Ingeschreven;7430;BZ;Hundelgemsesteenweg;93;;9050;Ledeberg
74bc3c11-5a39-4388-906d-8c9cb48cbde9;Vrouw;9000;GENT;onbepaald;1ste secundair stroom A;f9c43503-1986-45d1-a1e9-06305e9de26c;1;GO! Middenschool Voskenslaan;GO! Middenschool Voskenslaan;44669;1;Stationsbuurt Zuid;GO!;Ingeschreven;4464;BZ;Voskenslaan;60;;9000;Gent
87a2cbfb-b6f7-408e-a650-cb92e864e3ff;Man;9000;GENT;onbepaald;1ste secundair stroom A;ec7b2aef-90a2-4d48-b42f-b32c09ef9a75;1;GO! Campus Portus (Dalton);Portus GO! Lyceum Gent (Dalton);43356;2;Binnenstad;GO!;Ingeschreven;6079;REST;Barrestraat;6;;9000;Gent
87a2cbfb-b6f7-408e-a650-cb92e864e3ff;Man;9000;GENT;onbepaald;1ste secundair stroom A;6e10cf5d-8882-4400-bb1d-cd2a1cf8d2dd;2;GO! Campus Lyceum;GO! Campus Lyceum;43356;1;Stationsbuurt Noord;GO!;Afgemeld;1223;REST;Kortrijksesteenweg;12;;9000;Gent
87a2cbfb-b6f7-408e-a650-cb92e864e3ff;Man;9000;GENT;onbepaald;1ste secundair stroom A;43d04d79-8254-4e8f-b477-73db1227121e;3;Sint-Lievenscollege 1;Sint-Lievenscollege Humaniora;127688 & 127696;1;Binnenstad;Vrij katholiek onderwijs;Afgemeld;2042;REST;Zilverenberg;1;;9000;Gent
87a2cbfb-b6f7-408e-a650-cb92e864e3ff;Man;9000;GENT;onbepaald;1ste secundair stroom A;aff6f059-d0ce-4a23-96af-c43ff6881c4c;4;Einstein Atheneum campus Evergem;Einstein Atheneum campus Evergem;43216;1;Buiten Gent;GO!;Afgemeld;1912;REST;Hofbilkstraat ;21;;9940;Evergem
fd9fd54e-3c64-4a1e-bfb1-0ee096ba52b4;Vrouw;9000;Gent;onbepaald;1ste secundair stroom A;b46d4e22-635c-444d-b89f-300c6254b952;1;Sint-Lievenscollege 1;Sint-Lievenscollege Humaniora;127688 & 127696;1;Binnenstad;Vrij katholiek onderwijs;Plaats Vrijgegeven;4332;REST;Zilverenberg;1;;9000;Gent
fd9fd54e-3c64-4a1e-bfb1-0ee096ba52b4;Vrouw;9000;Gent;onbepaald;1ste secundair stroom A;c1bda1ab-b2fb-4907-ae9c-a78e636999c7;2;Sint-Lievenscollege Business;Sint-Lievenscollege Business;36913;2;Binnenstad;Vrij katholiek onderwijs;Afgemeld;1166;REST;Gildestraat;17;;9000;Gent
fd9fd54e-3c64-4a1e-bfb1-0ee096ba52b4;Vrouw;9000;Gent;onbepaald;1ste secundair stroom A;49e805d5-1583-4e92-ad31-28567c5e7577;3;Don Bosco Gent - campus Sint-Pieters;Sint-Pieters;128025;1;Stationsbuurt Noord;Vrij katholiek onderwijs;Afgemeld;8814;REST;Koning Albertlaan;70;;9000;Gent
4051ffa2-2fb4-4b2a-8e40-e406fe4014c5;Vrouw;9052;Zwijnaarde;onbepaald;1ste secundair stroom A;13706b4d-ef44-4b1f-b706-dacdb91bd744;1;IVV Sint-Vincentius;IVV Sint-Vincentius;37069;1;Sluizeken – Tolhuis – Ham;Vrij katholiek onderwijs;Ingeschreven;3555;REST;Molenaarsstraat;30;;9000;Gent
4051ffa2-2fb4-4b2a-8e40-e406fe4014c5;Vrouw;9052;Zwijnaarde;onbepaald;1ste secundair stroom A;6a4839b0-32a6-45ee-adc5-a1f989dff39d;2;Lucernacollege Gent;Lucernacollege;122382;4;Stationsbuurt Zuid;Vrij onderwijs;Afgemeld;9905;REST;Ganzendries;149;;9000;Gent
0ec1a980-fc3c-44d6-b1bd-d23b2695a68a;Vrouw;9000;GENT;onbepaald;1ste secundair stroom B;85a9676b-71be-4f98-a383-c8f9b322307a;1;Richtpunt campus Gent Abdisstraat;Richtpunt campus Gent;36699;1;Watersportbaan – Ekkergem;Provinciaal onderwijs;Ingeschreven;5566;REST;Abdisstraat (administratieve zetel 1ste graad);56;;9000;Gent
0ec1a980-fc3c-44d6-b1bd-d23b2695a68a;Vrouw;9000;GENT;onbepaald;1ste secundair stroom B;83cbcece-5df9-42f7-b30b-2808ca1c6aa1;2;Freinetmiddenschool Gent;Freinetmiddenschool Gent;116749;4;Watersportbaan – Ekkergem;Stedelijk onderwijs;Afgemeld;4366;REST;Offerlaan;1;;9000;Gent
caef68c2-4725-47f9-95f0-526e016482ee;Man;9000;gent;onbepaald;1ste secundair stroom B;f76d1f62-0990-4ce8-8dde-895d55728255;1;Visitatie;Visitatie;37581;1;Mariakerke;Vrij katholiek onderwijs;Ingeschreven;9023;REST;Zandloperstraat;8;;9030;Mariakerke
caef68c2-4725-47f9-95f0-526e016482ee;Man;9000;gent;onbepaald;1ste secundair stroom B;3abed7b7-1ff8-43d5-ade0-08e0ca2c6179;2;Freinetmiddenschool Gent;Freinetmiddenschool Gent;116749;4;Watersportbaan – Ekkergem;Stedelijk onderwijs;Afgemeld;3026;REST;Offerlaan;1;;9000;Gent
