0.000000000000000000e+00,8.339999999999999636e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.660000000000000087e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.029999999999999916e-01,6.969999999999999529e-01
4.889999999999999902e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.199999999999999845e-02,4.189999999999999836e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999999999729e-01,7.179999999999999716e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.110000000000000098e-01,1.660000000000000087e-01,0.000000000000000000e+00,3.230000000000000093e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
