child_id	garten_id	pref_nr	distance_m	has_sib
48	5	3	19113	0
29	5	2	9624	0
12	5	1	874	0
75	5	4	10531	0
144	5	2	12498	0
53	5	2	1736	0
122	5	1	1511	0
20	5	2	2781	0
16	5	1	51	0
54	5	3	3146	0
117	5	1	2149	0
97	5	6	3983	0
121	5	2	1718	0
7	5	4	3246	0
138	5	3	3522	0
46	5	4	10572	0
37	5	4	16318	0
118	5	5	12523	0
119	5	4	8389	0
120	5	3	8472	0
55	5	2	1799	0
28	5	5	9028	0
147	5	3	8765	0
90	5	5	12143	0
98	5	3	2963	0
13	5	3	1793	0
69	5	3	3505	0
141	5	4	8696	0
41	5	4	2371	0
74	5	2	1040	0
143	5	4	8471	0
99	5	5	14269	0
33	5	3	8272	0
91	5	1	2239	0
62	5	3	1571	0
61	5	4	13539	0
137	5	2	3317	0
73	5	3	7616	0
30	5	5	8467	0
67	5	2	8147	0
15	5	5	9396	0
34	5	1	1014	1
100	5	3	1242	0
85	5	5	18199	0
49	5	2	8283	0
11	5	3	9399	0
21	5	4	10524	0
81	5	1	1995	0
66	5	5	7909	0
101	5	7	17640	0
87	5	4	9777	0
70	5	5	11308	0
25	5	2	1600	0
19	5	4	12787	0
60	5	4	13382	0
142	5	1	313	0
102	5	3	13184	0
92	5	1	1569	0
103	5	1	865	0
42	5	2	3688	0
140	5	3	9794	0
80	5	5	1693	0
72	5	1	1793	0
17	5	2	1594	0
89	5	2	1693	0
71	5	4	16404	0
93	5	3	7858	0
79	5	4	8056	0
151	5	3	7850	0
27	5	4	8827	0
104	5	5	19041	0
40	5	4	1556	0
22	5	2	1448	0
105	5	4	8087	0
43	5	3	5204	0
145	5	2	1756	0
18	5	4	9522	0
59	5	1	9813	0
50	5	4	8495	0
3	5	2	1736	0
106	5	3	1693	0
26	5	3	3187	0
68	5	2	3505	0
134	5	3	8740	0
10	5	1	9048	1
45	5	1	696	1
24	5	1	108	0
133	5	1	8093	1
63	5	2	1623	0
107	5	2	3428	0
150	5	1	8985	0
132	5	4	8341	0
108	5	4	3505	0
31	5	4	8377	0
47	5	1	1687	1
86	5	2	2208	0
58	5	2	1138	0
131	5	4	1556	0
127	6	5	7163	0
87	6	7	8172	0
88	6	4	11894	0
65	6	1	2220	0
89	6	4	6354	0
143	6	1	1121	1
90	6	2	5794	0
31	6	1	2025	1
18	6	2	7918	0
91	6	3	6763	0
92	6	4	7813	0
13	6	5	6454	0
64	6	2	4994	0
135	6	5	7992	0
93	6	1	530	0
63	6	4	6649	0
41	6	3	7076	0
94	6	2	2521	0
62	6	4	6562	0
95	6	4	5200	0
32	6	2	259	0
144	6	4	6164	0
96	6	1	5750	0
12	6	5	7118	0
97	6	5	10793	0
98	6	6	4940	0
21	6	2	4175	0
99	6	3	7935	0
151	6	1	523	1
100	6	4	7056	0
33	6	1	944	1
139	6	5	6898	0
19	6	1	6451	0
101	6	4	15034	0
61	6	5	7204	0
34	6	5	7258	0
102	6	6	6848	0
11	6	5	7794	0
42	6	5	4435	0
103	6	6	7524	0
60	6	5	11778	0
104	6	1	13415	1
10	6	6	2600	0
59	6	4	3464	0
145	6	4	6249	0
105	6	1	1753	0
106	6	4	6354	0
35	6	1	1265	0
107	6	5	9738	0
108	6	3	4629	0
43	6	4	4166	0
9	6	1	2463	0
58	6	4	6740	0
109	6	1	1449	0
146	6	3	5667	0
110	6	4	6968	0
36	6	6	5104	0
44	6	2	6337	0
111	6	4	9180	0
112	6	6	6227	0
113	6	1	822	0
57	6	2	1687	0
47	6	5	7705	0
114	6	6	4632	0
8	6	5	17903	0
24	6	6	7616	0
20	6	6	9898	0
115	6	4	7056	0
56	6	5	12738	0
2	6	3	6867	0
137	6	6	4940	0
116	6	2	6448	0
117	6	6	7994	0
147	6	1	1415	1
118	6	6	11435	0
55	6	5	6232	0
37	6	6	19642	0
119	6	1	2037	0
120	6	1	1122	0
121	6	6	6511	0
46	6	3	7515	0
138	6	6	4658	0
54	6	7	4825	0
122	6	6	6898	0
7	6	2	4948	0
38	6	4	5880	0
123	6	7	4917	0
124	6	1	5769	0
125	6	1	1007	1
53	6	4	6249	0
1	6	3	6354	0
52	6	3	6488	0
23	6	1	5854	0
126	6	1	781	0
6	6	6	6448	0
152	6	4	6681	0
39	6	5	9665	0
128	6	6	8603	0
129	6	3	7076	0
51	6	6	10793	0
130	6	4	7060	0
149	6	4	9356	0
150	6	5	1635	0
5	6	1	399	0
131	6	6	6646	0
50	6	1	2143	0
132	6	1	1988	1
40	6	5	6646	0
133	6	3	766	0
22	6	7	7094	0
4	6	5	7839	0
134	6	1	2388	0
26	6	6	4810	0
27	6	2	2477	0
28	6	6	7423	0
71	6	1	10070	0
72	6	4	6454	0
17	6	5	6584	0
73	6	5	6012	0
70	6	6	7086	0
74	6	5	7210	0
75	6	2	4181	0
141	6	3	2344	0
69	6	4	4629	0
76	6	6	9607	0
16	6	6	7645	0
25	6	4	6724	0
49	6	5	1931	0
77	6	4	7056	0
78	6	5	7747	0
140	6	4	8189	0
79	6	2	746	0
68	6	4	4629	0
45	6	6	7383	0
29	6	4	3274	0
67	6	1	797	0
80	6	2	6354	0
81	6	4	7839	0
30	6	1	1117	0
142	6	5	7767	0
82	6	6	13129	0
15	6	1	2465	0
83	6	1	6759	0
3	6	4	6249	0
84	6	4	5491	0
85	6	2	15594	0
66	6	2	1004	0
86	6	4	8053	0
136	6	6	4457	0
48	6	4	12779	0
14	6	7	11179	0
51	7	1	1626	0
93	7	6	9878	0
46	7	7	12135	0
109	7	5	10818	0
108	7	5	5525	0
13	7	4	3582	0
141	7	5	10716	0
131	7	5	3327	0
136	7	7	6536	0
9	7	5	10931	0
14	7	6	13071	0
63	7	5	3393	0
132	7	6	10361	0
135	7	7	1944	0
152	7	6	15035	0
43	7	5	7643	0
137	7	4	5336	0
81	7	2	2104	0
150	7	4	11005	0
133	7	4	10113	0
65	7	5	10688	0
107	7	1	389	1
40	7	7	3327	0
92	7	5	2411	0
30	7	6	10487	0
4	7	2	2104	0
31	7	5	10397	0
59	7	5	11833	0
138	7	4	5699	0
50	7	6	10515	0
34	7	4	2793	0
26	7	4	5206	0
27	7	6	10847	0
140	7	5	11357	0
106	7	5	3612	0
105	7	5	10107	0
10	7	4	11068	0
22	7	3	2871	0
91	7	2	3314	0
87	7	5	11340	0
104	7	6	20333	0
28	7	7	10591	0
82	7	3	13113	0
103	7	4	3461	0
71	7	5	17772	0
60	7	6	13684	0
85	7	7	19491	0
72	7	6	3582	0
64	7	5	13347	0
70	7	4	12872	0
145	7	5	3793	0
25	7	6	3328	0
142	7	3	3098	0
73	7	4	9180	0
102	7	2	15204	0
2	7	4	10022	0
61	7	3	15559	0
101	7	3	18932	0
100	7	6	2780	0
74	7	3	2952	0
143	7	5	10491	0
99	7	4	16289	0
11	7	6	10963	0
62	7	5	3341	0
23	7	5	8483	0
98	7	5	5114	0
48	7	5	21132	0
18	7	7	11086	0
19	7	5	14807	0
97	7	3	1626	0
83	7	7	15112	0
45	7	2	3323	0
75	7	6	12551	0
67	7	5	10167	0
76	7	1	248	0
86	7	6	1786	0
69	7	5	5525	0
29	7	5	11644	0
134	7	6	10760	0
120	7	5	10491	0
33	7	6	10292	0
119	7	7	10409	0
24	7	4	3519	0
42	7	3	6127	0
55	7	3	3788	0
147	7	6	10785	0
7	7	5	5266	0
90	7	4	14163	0
118	7	2	12364	0
77	7	5	2780	0
37	7	5	15586	0
16	7	3	3428	0
121	7	5	3488	0
122	7	4	2969	0
54	7	5	5222	0
17	7	4	3364	0
38	7	5	3862	0
8	7	6	15523	0
144	7	5	14517	0
96	7	5	14106	0
123	7	4	5314	0
117	7	3	1727	0
148	7	1	603	0
88	7	7	13801	0
56	7	3	5431	0
78	7	4	3319	0
6	7	4	3628	0
149	7	6	12524	0
89	7	5	3612	0
116	7	5	3628	0
115	7	5	2780	0
3	7	5	3645	0
53	7	5	3645	0
124	7	2	14125	0
95	7	6	13570	0
44	7	7	14693	0
1	7	5	3612	0
41	7	5	3447	0
84	7	6	13861	0
125	7	6	10354	0
47	7	4	2305	0
126	7	7	10151	0
114	7	5	5528	0
113	7	5	10152	0
94	7	5	10989	0
151	7	5	9870	0
15	7	7	11835	0
49	7	4	10303	0
79	7	5	10076	0
112	7	5	3784	0
66	7	6	9929	0
20	7	1	814	0
146	7	4	14037	0
57	7	5	11056	0
127	7	6	2885	0
21	7	5	12544	0
128	7	2	1690	0
52	7	6	13509	0
68	7	5	5525	0
39	7	1	56	0
111	7	1	541	1
12	7	4	2891	0
139	7	4	2969	0
129	7	5	3447	0
5	7	4	9956	0
32	7	4	9817	0
110	7	5	3039	0
58	7	7	3340	0
36	7	5	4950	0
80	7	6	3612	0
130	7	3	2837	0
35	7	5	10635	0
