0.000000000000000000e+00,5.200000000000003925e-02,6.450000000000004619e-01,1.890000000000001401e-01,1.140000000000000874e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.260000000000003562e-01,5.300000000000004013e-02,0.000000000000000000e+00,2.650000000000001799e-01,1.560000000000001108e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.460000000000001019e-01,2.500000000000001527e-02,8.290000000000006253e-01
0.000000000000000000e+00,4.900000000000003658e-02,6.040000000000004254e-01,2.250000000000001721e-01,1.220000000000000945e-01,0.000000000000000000e+00
5.600000000000003864e-01,5.300000000000004013e-02,0.000000000000000000e+00,2.250000000000001721e-01,1.620000000000001161e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.800000000000003569e-02,0.000000000000000000e+00,2.400000000000001854e-01,7.120000000000005214e-01,0.000000000000000000e+00
5.580000000000003846e-01,4.200000000000003036e-02,0.000000000000000000e+00,2.280000000000001747e-01,1.720000000000001250e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.490000000000001046e-01,4.200000000000003036e-02,8.090000000000006075e-01
0.000000000000000000e+00,5.300000000000004013e-02,6.220000000000004414e-01,2.120000000000001605e-01,1.130000000000000865e-01,0.000000000000000000e+00
0.000000000000000000e+00,5.700000000000004369e-02,6.210000000000004405e-01,2.260000000000001730e-01,9.600000000000007139e-02,0.000000000000000000e+00
0.000000000000000000e+00,5.400000000000004102e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.460000000000007292e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.500000000000003303e-02,0.000000000000000000e+00,2.040000000000001534e-01,7.510000000000005560e-01,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.200000000000003036e-02,6.080000000000004290e-01,2.130000000000001614e-01,1.370000000000000939e-01,0.000000000000000000e+00
5.250000000000003553e-01,6.700000000000004563e-02,0.000000000000000000e+00,2.290000000000001756e-01,1.790000000000001312e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.360000000000000930e-01,2.100000000000001171e-02,8.430000000000006377e-01
5.900000000000004130e-01,4.500000000000003303e-02,0.000000000000000000e+00,2.030000000000001525e-01,1.620000000000001161e-01,0.000000000000000000e+00
5.740000000000003988e-01,3.900000000000002770e-02,0.000000000000000000e+00,2.160000000000001641e-01,1.710000000000001241e-01,0.000000000000000000e+00
5.690000000000003944e-01,4.000000000000002859e-02,0.000000000000000000e+00,2.180000000000001659e-01,1.730000000000001259e-01,0.000000000000000000e+00
5.550000000000003819e-01,5.500000000000004191e-02,0.000000000000000000e+00,2.230000000000001703e-01,1.670000000000001206e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000877e-01,3.100000000000002059e-02,8.390000000000006342e-01
0.000000000000000000e+00,4.700000000000003481e-02,6.490000000000004654e-01,1.970000000000001472e-01,1.070000000000000812e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.370000000000000939e-01,2.500000000000001527e-02,8.380000000000006333e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.320000000000000895e-01,2.600000000000001615e-02,8.420000000000006368e-01
0.000000000000000000e+00,5.100000000000003836e-02,6.330000000000004512e-01,2.010000000000001508e-01,1.150000000000000883e-01,0.000000000000000000e+00
5.430000000000003713e-01,6.000000000000004635e-02,0.000000000000000000e+00,2.290000000000001756e-01,1.680000000000001215e-01,0.000000000000000000e+00
0.000000000000000000e+00,4.800000000000003569e-02,6.180000000000004379e-01,2.270000000000001739e-01,1.070000000000000812e-01,0.000000000000000000e+00
