n_stud,n_schools,alpha,beta,seed,time_limit,#_sol_methods,avg_rank_DA,avg_rank_EE,avg_rank_EADA,sol_1_label,sol_2_label,sol_3_label,1_avg_rank_result,1_avg_rank_heur,1_bool_CG,1_time,1_time_lim_exceeded,1_optimal,1_n_iter,1_n_match,2_avg_rank_result,2_avg_rank_heur,2_bool_CG,2_time,2_time_lim_exceeded,2_optimal,2_n_iter,2_n_match,3_avg_rank_result,3_avg_rank_heur,3_bool_CG,3_time,3_time_lim_exceeded,3_optimal,3_n_iter,3_n_match,1_n_stud_impr_DA,1_avg_rank_impr_DA,1_median_rank_impr_DA,1_n_stud_impr_EE,1_avg_rank_impr_EE,1_median_rank_impr_EE,1_n_stud_impr_EADA,1_avg_rank_impr_EADA,1_median_rank_impr_EADA,2_n_stud_impr_DA,2_avg_rank_impr_DA,2_median_rank_impr_DA,2_n_stud_impr_EE,2_avg_rank_impr_EE,2_median_rank_impr_EE,2_n_stud_impr_EADA,2_avg_rank_impr_EADA,2_median_rank_impr_EADA,3_n_stud_impr_DA,3_avg_rank_impr_DA,3_median_rank_impr_DA,3_n_stud_impr_EE,3_avg_rank_impr_EE,3_median_rank_impr_EE,3_n_stud_impr_EADA,3_avg_rank_impr_EADA,3_median_rank_impr_EADA,n_stud_impr_EE_DA,avg_rank_impr_EE_DA,n_stud_impr_EADA_DA,avg_rank_impr_EADA_DA,n_stud_impr_EADA_EE,avg_rank_impr_EADA_EE,n_stud_impr_EE_EADA,avg_rank_impr_EE_EADA
40,8,0.30000000000000004,0.6,451585301,600,3,1.821575,1.768425000000002,1.6971500000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.6958249999999995,1.6958249999999995,False,0.25531059998320416,False,False,1,898,1.7075500000000015,1.7075500000000015,False,0.241932499979157,False,False,1,898,,,False,0.232762300001923,False,False,1,898,31,0.16225806451612879,0.12423809523809948,14,0.14144557823129242,0.15442857142856597,10,0.12799682539682342,0.10149999999998993,33,0.13821212121211807,0.11800000000000388,28,0.08696428571428318,0.06332758620690226,11,0.07585893416927435,0.04100000000000015,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.30000000000000004,0.6,43469773,600,3,1.9330750000000012,1.8000000000000014,1.756750000000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.7035999999999993,1.7035999999999993,False,0.25656199996592477,False,False,1,1000,1.7335250000000024,1.7335250000000024,False,0.30030170001555234,False,False,1,1000,,,False,0.2894571000360884,False,False,1,1000,31,0.29609677419354824,0.24500000000000055,17,0.20642249888887285,0.1755944686880433,17,0.15855638595176397,0.14000000000000012,32,0.24943749999999615,0.17199999999999405,30,0.08863333333333052,0.025500000000005185,15,0.12008365341963922,0.06758575350898477,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.30000000000000004,0.6,278009742,600,3,1.6082500000000004,1.5890000000000009,1.574775000000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.5453,1.5453,False,0.24879270000383258,False,False,1,969,1.5479000000000025,1.5479000000000025,False,0.2691783999907784,False,False,1,969,,,False,0.37680189998354763,False,False,1,969,33,0.07630303030303028,0.02699999999999969,23,0.06171915590322132,0.016000000000000902,18,0.06744909344490961,0.010999999999999566,35,0.06897142857142552,0.025000000000002576,32,0.051374999999997666,0.016424596983886763,22,0.06282503663782292,0.022000000000001685,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.30000000000000004,0.6,548977048,600,3,2.075775,2.057050000000002,1.9895250000000009,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.0090000000000003,2.0090000000000003,False,0.27527959999861196,False,False,1,997,2.0246000000000035,2.0246000000000035,False,0.26323670003330335,False,False,1,997,,,False,0.19858100003330037,False,False,1,997,26,0.10273076923076879,0.05050000000000043,18,0.10504362413661525,0.044892617229527754,11,0.10254545454545393,0.04699999999999971,27,0.07581481481480853,0.03699999999999948,22,0.05899999999999336,0.02800000000000269,13,0.05023771402885399,0.030000000000001137,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.30000000000000004,0.6,521760889,600,3,1.9223500000000004,1.740325000000001,1.7306000000000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.6076807876203716,1.6076807876203716,False,0.34977129998151213,False,False,1,1000,1.6553750000000014,1.6553750000000014,False,0.3539355999673717,False,False,1,1000,1.6626749999999986,1.6626749999999986,False,0.376663799979724,False,False,1,1000,35,0.3596219570052886,0.3220000000000003,15,0.2604794432236412,0.09300000000000153,11,0.33199933166310186,0.2604739162281844,38,0.2810263157894724,0.2412909289077283,32,0.10618749999999962,0.05767665646727038,16,0.13946363388653094,0.07850000000000035,38,0.2733421052631583,0.22099999999999964,24,0.1266826045426146,0.08349999999999891,31,0.08764516129032301,0.04299999999999704,,,,,,,,
40,8,0.30000000000000004,0.6,434794718,600,3,1.8443999999999998,1.7782000000000011,1.7426249999999996,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.6767499999999993,1.6767499999999993,False,0.22076400002697483,False,False,1,994,1.6904000000000012,1.6904000000000012,False,0.29529229999752715,False,False,1,994,,,False,0.21583570004440844,False,False,1,994,30,0.22353333333333367,0.13899999999999935,18,0.13971014492753805,0.09250000000000203,8,0.13436413043478299,0.07145652173913075,31,0.19870967741935266,0.13100000000000112,27,0.13007407407407287,0.09100000000000108,14,0.1059873949579793,0.07199999999997864,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.4,0.6,906691059,600,3,1.8775249999999992,1.7669249999999999,1.738775,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.6829749999999988,1.6829749999999988,False,0.26800709997769445,False,False,1,982,1.7128250000000014,1.7128250000000014,False,0.23891409998759627,False,False,1,982,,,False,0.20853249996434897,False,False,1,982,32,0.2431875000000002,0.06400000000000045,18,0.174636671883152,0.053000000000000935,15,0.1725640062597812,0.05300000000000005,34,0.19376470588235026,0.08550000000000069,27,0.08014814814814583,0.029000000000006576,14,0.09203571428570868,0.047000000000000264,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.4,0.6,413653999,600,3,2.4427749999999993,2.328900000000002,2.173149999999999,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.152391965335406,2.152391965335406,False,0.30077989998972043,False,False,1,1000,2.170930183793085,2.170930183793085,False,0.2508741000201553,False,False,1,1000,,,False,0.23584249999839813,False,False,1,1000,34,0.34162709960540344,0.2399178413669909,20,0.1979749289524184,0.03681364088433148,11,0.2621770838985006,0.02499999999999991,36,0.3020497957854598,0.1851118653674253,35,0.18053693280790334,0.08222373073484546,14,0.1621234587799072,0.023616718126425074,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.4,0.6,813847339,600,3,1.8232999999999993,1.7103500000000007,1.6310749999999996,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.5989332905412332,1.5989332905412332,False,0.44350680004572496,False,False,1,1000,1.6236237833453497,1.6236237833453497,False,0.3642338999779895,False,False,1,1000,,,False,0.2515865000314079,False,False,1,1000,31,0.2895054315596977,0.2020000000000033,17,0.2511140525225202,0.28301170791825214,13,0.1601951556710724,0.13649707302043668,31,0.25764673116728937,0.16200000000000458,29,0.11962236779951732,0.05600000000000627,13,0.09279482788899894,0.0611240086517606,0,0,0,0,0,0,0,0,0,,,,,,,,
40,8,0.4,0.6,955892128,600,3,2.18065,2.1595500000000007,2.048625,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.1057000000000006,2.1057000000000006,False,0.4318125999998301,False,False,1,1000,2.1140500000000055,2.1140500000000055,False,0.26537140004802495,False,False,1,1000,,,False,0.22337500000139698,False,False,1,1000,32,0.09368749999999999,0.023853524024606942,14,0.07913826124173981,0.01850000000000085,6,0.0388333333333322,0.012499999999999956,32,0.08324999999999382,0.035500000000004306,32,0.056874999999995526,0.020500000000003238,6,0.033433920136416884,0.012500000000003175,0,0,0,0,0,0,0,0,0,,,,,,,,
