n_stud,n_schools,alpha,beta,seed,time_limit,#_sol_methods,avg_rank_DA,avg_rank_EE,avg_rank_EADA,sol_1_label,sol_2_label,sol_3_label,1_avg_rank_result,1_avg_rank_heur,1_bool_CG,1_time,1_time_lim_exceeded,1_optimal,1_n_iter,1_n_match,2_avg_rank_result,2_avg_rank_heur,2_bool_CG,2_time,2_time_lim_exceeded,2_optimal,2_n_iter,2_n_match,3_avg_rank_result,3_avg_rank_heur,3_bool_CG,3_time,3_time_lim_exceeded,3_optimal,3_n_iter,3_n_match,1_n_stud_impr_DA,1_avg_rank_impr_DA,1_median_rank_impr_DA,1_n_stud_impr_EE,1_avg_rank_impr_EE,1_median_rank_impr_EE,1_n_stud_impr_EADA,1_avg_rank_impr_EADA,1_median_rank_impr_EADA,2_n_stud_impr_DA,2_avg_rank_impr_DA,2_median_rank_impr_DA,2_n_stud_impr_EE,2_avg_rank_impr_EE,2_median_rank_impr_EE,2_n_stud_impr_EADA,2_avg_rank_impr_EADA,2_median_rank_impr_EADA,3_n_stud_impr_DA,3_avg_rank_impr_DA,3_median_rank_impr_DA,3_n_stud_impr_EE,3_avg_rank_impr_EE,3_median_rank_impr_EE,3_n_stud_impr_EADA,3_avg_rank_impr_EADA,3_median_rank_impr_EADA
80,8,0.0,0.2,906691059,600,3,1.3074250000000005,1.2516750000000003,1.2502125000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.1974396055653473,1.1974396055653473,False,0.4826352999662049,False,False,1,1000,1.2121874999999998,1.2121874999999998,False,0.7149195999954827,False,False,1,1000,1.2128374999999987,1.2128374999999987,False,0.6622098999796435,False,False,1,1000,64,0.1374817430433135,0.07950000000000057,29,0.13315703930286002,0.03800000000000092,28,0.1359522297914632,0.041006827209019714,65,0.11721538461538289,0.07900000000000196,57,0.05542105263157783,0.020000000000000795,41,0.06252142679962433,0.025000000000000133,66,0.11465151515151484,0.07041098692448378,45,0.06025697422026257,0.024000000000000465,57,0.0524561403508769,0.016999999999999682
80,8,0.0,0.2,413653999,600,3,1.4680500000000007,1.3617500000000013,1.353187500000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.301628563940068,1.301628563940068,False,0.4947838999796659,False,False,1,1000,1.3127624999999992,1.3127624999999992,False,0.4920270000002347,False,False,1,1000,1.3175374999999991,1.3175374999999991,False,0.5020240999874659,False,False,1,1000,67,0.1987121624596186,0.10699999999999954,30,0.13732351874091656,0.050000000000001044,29,0.12984471007615145,0.03400000000000025,70,0.17747142857142745,0.07500000000000262,56,0.0699821428571421,0.030500000000002636,37,0.07765552937016716,0.026000000000004908,70,0.1720142857142852,0.09150000000000003,46,0.07222851813957462,0.03200000000000092,55,0.051854545454544924,0.028000000000000247
80,8,0.0,0.2,813847339,600,3,1.301324999999999,1.2391500000000002,1.23715,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.1743791083270365,1.1743791083270365,False,0.4682184999692254,False,False,1,1000,1.1889875,1.1889875,False,0.8333701000083238,False,False,1,1000,1.1916249999999988,1.1916249999999988,False,0.47584690002258867,False,False,1,1000,63,0.16120113228312563,0.10796383437979618,36,0.13470162896759555,0.0650000000000005,34,0.13718407773039437,0.06649999999999978,69,0.1302463768115929,0.08300000000000218,59,0.06801694915254163,0.034000000000000474,47,0.07600297929797596,0.035000000000001474,69,0.12718840579710144,0.08599999999999963,49,0.0646560980234002,0.0380000000000007,56,0.06503571428571428,0.03400000000000025
80,8,0.0,0.2,955892128,600,3,1.3708250000000002,1.3111000000000015,1.3081750000000003,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.2558859642133906,1.2558859642133906,False,0.4716570000164211,False,False,1,1000,1.2636764680486976,1.2636764680486976,False,0.5310492999851704,False,False,1,1000,1.264618073690884,1.264618073690884,False,0.6382447999785654,False,False,1,1000,67,0.13724063974520334,0.07800000000000029,29,0.12209681551183836,0.05600000000000116,30,0.11989916087425971,0.054231827468907534,71,0.12073074022681743,0.05100000000000038,59,0.06430309417125576,0.03200000000000247,43,0.067778042116103,0.028999999999999915,71,0.11966977612294505,0.05100000000000038,43,0.05844297176834019,0.026000000000001355,58,0.06007851904705337,0.02928767765160678
80,8,0.0,0.2,451585301,600,3,1.4813875,1.3154125000000012,1.3036125000000012,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.254909217607441,1.254909217607441,False,0.5525575000210665,False,False,1,1000,1.2667430566181053,1.2667430566181053,False,0.9064536000369117,False,False,1,1000,1.2714249999999985,1.2714249999999985,False,0.6792956999852322,False,False,1,1000,63,0.287591469704835,0.22199999999999998,43,0.11856364472557457,0.08014252970832292,41,0.10978470086343872,0.0748763221111115,66,0.26017508288714364,0.20333895554382359,51,0.0763442249127748,0.039000000000001145,35,0.08191720361853734,0.0630000000000015,66,0.25449999999999995,0.20399999999999985,50,0.06680769534346732,0.037500000000000755,51,0.05049019607843129,0.0259999999999998
80,8,0.0,0.2,43469773,600,3,1.6358625000000007,1.5171375000000011,1.5088625000000004,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.4526227408844545,1.4526227408844545,False,0.5591581999906339,False,False,1,1000,1.4864374999999994,1.4864374999999994,False,0.5773141999961808,False,False,1,1000,1.4925249999999979,1.4925249999999979,False,0.9773636999889277,False,False,1,1000,58,0.25274449533178445,0.19417283973567834,25,0.21052905771119998,0.1693286586935443,22,0.22628386782837098,0.16692782670374906,67,0.17841791044775923,0.1496049666084054,44,0.05581818181817961,0.027500000000001412,23,0.07464779223805607,0.027000000000000135,69,0.1661884057971017,0.11700000000000021,42,0.05075447067176445,0.0453438841070275,36,0.036305555555555855,0.015305286129937645
80,8,0.0,0.2,278009742,600,3,1.4566500000000002,1.3424000000000014,1.3360874999999999,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.2853936190185324,1.2853936190185324,False,0.8224551000166684,False,False,1,1000,1.308225,1.308225,False,0.790683800005354,False,False,1,1000,1.3156249999999976,1.3156249999999976,False,0.5814875999931246,False,False,1,1000,63,0.21746842029392463,0.12718746141320914,31,0.14040520017342345,0.046335561049853924,28,0.14683888332193237,0.04233980372941859,67,0.177223880597013,0.13948579231309322,52,0.052576923076920974,0.024500000000002853,34,0.06660373400086905,0.033500000000002306,67,0.16838805970149262,0.1100000000000001,42,0.04975116577043164,0.026188274914568765,46,0.035586956521739155,0.024499999999999744
80,8,0.0,0.2,548977048,600,3,1.301950000000001,1.2451375000000013,1.2445750000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.1905874999999981,1.1905874999999981,False,0.7203413000097498,False,False,1,1000,1.2084499999999998,1.2084499999999998,False,0.664364900032524,False,False,1,1000,1.2118374999999981,1.2118374999999981,False,0.5981400999589823,False,False,1,1000,64,0.1392031250000001,0.08200000000000018,28,0.1452158539898114,0.08328454921297801,29,0.14209406959819762,0.09169932728409447,65,0.11507692307692177,0.08400000000000318,54,0.054351851851850916,0.030000000000003357,32,0.07650207083352448,0.03900000000000026,65,0.11090769230769244,0.08500000000000019,46,0.0408432376568001,0.01850000000000085,50,0.05238000000000005,0.03576295262543727
80,8,0.0,0.2,521760889,600,3,1.357962500000001,1.3177375000000013,1.3176625000000004,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.2573020655652818,1.2573020655652818,False,0.6302247999701649,False,False,1,1000,1.272849999999999,1.272849999999999,False,0.5308790000271983,False,False,1,1000,1.2731749999999984,1.2731749999999984,False,0.6194780999794602,False,False,1,1000,64,0.12582554304339597,0.08917600615583199,30,0.12229543491819002,0.05950000000000055,25,0.13836903974118336,0.06699999999999973,67,0.10162686567164088,0.10100000000000198,54,0.06649999999999966,0.0642701595059959,39,0.057010475690993566,0.059000000000001496,67,0.10123880597014921,0.08699999999999974,42,0.07099330546999859,0.06543251431055819,52,0.06844230769230766,0.06343251431055741
80,8,0.0,0.2,434794718,600,3,1.4140875000000008,1.3377125000000023,1.3233625000000004,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.2935999999999988,1.2935999999999988,False,0.7667631999938749,False,False,1,1000,1.2983250000000015,1.2983250000000015,False,0.5770839999895543,False,False,1,1000,,,False,0.9015093999914825,False,False,1,1000,58,0.16618965517241324,0.14803917558348345,36,0.09607592914649055,0.0760000000000004,36,0.07902134135010286,0.0453607399101964,62,0.1493709677419316,0.11750000000000493,51,0.06178431372548626,0.03752628512985989,36,0.0605611957378907,0.024684977028151645,0,0,0,0,0,0,0,0,0
