n_stud,n_schools,alpha,beta,seed,time_limit,#_sol_methods,avg_rank_DA,avg_rank_EE,avg_rank_EADA,sol_1_label,sol_2_label,sol_3_label,1_avg_rank_result,1_avg_rank_heur,1_bool_CG,1_time,1_time_lim_exceeded,1_optimal,1_n_iter,1_n_match,2_avg_rank_result,2_avg_rank_heur,2_bool_CG,2_time,2_time_lim_exceeded,2_optimal,2_n_iter,2_n_match,3_avg_rank_result,3_avg_rank_heur,3_bool_CG,3_time,3_time_lim_exceeded,3_optimal,3_n_iter,3_n_match,1_n_stud_impr_DA,1_avg_rank_impr_DA,1_median_rank_impr_DA,1_n_stud_impr_EE,1_avg_rank_impr_EE,1_median_rank_impr_EE,1_n_stud_impr_EADA,1_avg_rank_impr_EADA,1_median_rank_impr_EADA,2_n_stud_impr_DA,2_avg_rank_impr_DA,2_median_rank_impr_DA,2_n_stud_impr_EE,2_avg_rank_impr_EE,2_median_rank_impr_EE,2_n_stud_impr_EADA,2_avg_rank_impr_EADA,2_median_rank_impr_EADA,3_n_stud_impr_DA,3_avg_rank_impr_DA,3_median_rank_impr_DA,3_n_stud_impr_EE,3_avg_rank_impr_EE,3_median_rank_impr_EE,3_n_stud_impr_EADA,3_avg_rank_impr_EADA,3_median_rank_impr_EADA
50,20,0.3,0.2,906691059,600,3,1.6960600000000006,1.645000000000002,1.6453400000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.5264610290132792,1.5264610290132792,False,0.8758134000236169,False,False,1,1000,1.5296391901935937,1.5296391901935937,False,0.7140075000352226,False,False,1,1000,1.5306365278111955,1.5306365278111955,False,0.7261127000092529,False,False,1,1000,45,0.18844330109635735,0.12336175390536464,33,0.137203084879244,0.07156835298566033,31,0.14415167100048432,0.071568352985659,47,0.17704341468766663,0.10910976363625657,43,0.13414047651907868,0.08500000000000463,37,0.1251632564951439,0.07131637289768356,47,0.1759824172221329,0.1140000000000001,42,0.12395025802701133,0.05100000000000182,42,0.13655175260572014,0.08884090136536815
50,20,0.3,0.2,413653999,600,3,2.4088800000000017,2.290000000000002,2.2914200000000005,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.1338096361725856,2.1338096361725856,False,0.8405637000105344,False,False,1,1000,2.158339679069472,2.158339679069472,False,0.8890754000167362,False,False,1,1000,2.159019654147273,2.159019654147273,False,1.073180599953048,False,False,1,1000,43,0.31984926026443594,0.2515003699589542,13,0.2274022300718454,0.0743630314395678,14,0.24748071625994922,0.09443170069926032,44,0.2847049101483282,0.24496924672975212,43,0.15309339643084907,0.09323685505915691,19,0.17579309642952368,0.0840000000000023,44,0.2839322111962811,0.23173520171104733,27,0.15977501588491685,0.0738566565805121,43,0.15395389052642705,0.09023964480332047
50,20,0.3,0.2,813847339,600,3,2.0163400000000005,1.9187200000000015,1.9099000000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.7771310196521195,1.7771310196521195,False,0.7899203000124544,False,False,1,1000,1.7964392960295932,1.7964392960295932,False,0.7776890000095591,False,False,1,1000,,,False,0.7297435000073165,False,False,1,1000,37,0.32325537884848793,0.22399999999999798,16,0.21231645597718982,0.1542746523441938,17,0.1993123533090949,0.12045050326579343,40,0.2748758799630098,0.2147199012095049,36,0.16983431107001232,0.10721990120950675,26,0.16527957811390914,0.09321990120950607,0,0,0,0,0,0,0,0,0
50,20,0.3,0.2,955892128,600,3,2.2190000000000016,2.197120000000001,2.1968000000000005,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.0757189671786596,2.0757189671786596,False,0.8364508000086062,False,False,1,1000,2.0782082635546733,2.0782082635546733,False,0.8728549999650568,False,False,1,1000,2.0782597591146024,2.0782597591146024,False,0.873249200056307,False,False,1,1000,45,0.15920114757926854,0.09916511744458756,28,0.14292166867830042,0.04350000000000209,29,0.15085445455113436,0.05600000000000027,46,0.15303449613622674,0.10200000000000098,44,0.13512697323332962,0.08000000000000207,33,0.13861129591929344,0.05274874914716077,45,0.15637804542821995,0.10293501831377005,35,0.12329903959449366,0.04449470602825967,44,0.13470481918795227,0.07700000000000051
50,20,0.3,0.2,451585301,600,3,2.02034,1.9284600000000005,1.9314399999999992,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.8178926728799933,1.8178926728799933,False,1.190913999977056,False,False,1,1000,1.8283044627425435,1.8283044627425435,False,1.1349206999875605,False,False,1,1000,1.8337520382960228,1.8337520382960228,False,1.0633985999738798,False,False,1,1000,44,0.2300537808181905,0.09399999999999986,21,0.13072385218915733,0.05900000000000172,20,0.15495341981130228,0.07097905599110804,45,0.21337281917495307,0.10600000000000165,43,0.11645992704355705,0.07499999999998952,25,0.11777102387921345,0.07999999999999963,45,0.2073199574488653,0.107799756741362,32,0.09670127276098917,0.06140249980932533,43,0.11359065314416138,0.08000000000000007
50,20,0.3,0.2,43469773,600,3,2.04326,1.9671400000000017,1.966320000000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.8341189723265665,1.8341189723265665,False,0.9451673000003211,False,False,1,1000,1.8487779505476798,1.8487779505476798,False,0.9354451000108384,False,False,1,1000,1.849675972608594,1.849675972608594,False,0.9330297000124119,False,False,1,1000,44,0.23766025871981078,0.1405000000000053,18,0.18275463818559154,0.06950000000000123,16,0.18649191044763214,0.06349999999999978,45,0.21609116605813491,0.14700000000000224,42,0.1409072017289555,0.08467469866994526,24,0.13260380211404602,0.07264305051142761,45,0.21509336376822993,0.1499999999999997,29,0.13888230233107604,0.07100000000000062,42,0.1388619373707225,0.08608809034431952
50,20,0.3,0.2,278009742,600,3,2.212639999999999,2.0471000000000017,2.0507400000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.9027782651180842,1.9027782651180842,False,0.9146010999684222,False,False,1,1000,1.9332091815745203,1.9332091815745203,False,1.200222700019367,False,False,1,1000,1.939570565094334,1.939570565094334,False,0.8713494999683462,False,False,1,1000,43,0.36030434288595004,0.2572419869769962,15,0.25789519488250595,0.0440296763591248,14,0.28709076874194306,0.11025157983936473,44,0.3175350209380467,0.2486297065717855,40,0.1423635230318528,0.08479667261084323,22,0.1831896026824795,0.12129667261084243,44,0.3103061760291668,0.26973234289200465,28,0.1213495764730138,0.06273234289200591,40,0.1389617936320835,0.0744999999999999
50,20,0.3,0.2,548977048,600,3,1.8856800000000016,1.8699000000000021,1.869500000000001,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.7681026460170663,1.7681026460170663,False,1.0716897000093013,False,False,1,1000,1.778090704456677,1.778090704456677,False,1.0374621999799274,False,False,1,1000,1.777826096137882,1.777826096137882,False,1.113371499988716,False,False,1,1000,47,0.1250822914712064,0.06800000000000117,27,0.13807063549049944,0.04995100946116526,22,0.14632524314758255,0.04397550473058198,47,0.11445669738651439,0.08000000000000052,46,0.09979271254709214,0.06044643933632732,31,0.10381048162272513,0.05000000000000049,47,0.11473819559799892,0.07749296976955611,40,0.10431231673831794,0.06547385726986366,46,0.09964554767621629,0.05866152120823287
50,20,0.3,0.2,521760889,600,3,1.8774599999999992,1.8281800000000015,1.8270000000000004,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.674672463364768,1.674672463364768,False,1.0595291999634355,False,False,1,1000,1.6854443334762683,1.6854443334762683,False,0.9719569999724627,False,False,1,1000,1.685248798610309,1.685248798610309,False,0.9048834000132047,False,False,1,1000,41,0.2473018739454061,0.15382864478452518,13,0.16454967821685487,0.14785938727484216,12,0.15093445402709543,0.10963558841635246,46,0.2087126810040572,0.12934938136207796,38,0.18781008753122827,0.10034133187773986,29,0.18071364821350783,0.07930953037929012,46,0.20892521890183868,0.11245047131488795,26,0.13933202574982523,0.09090169264699455,39,0.18173230947396352,0.09199999999999964
50,20,0.3,0.2,434794718,600,3,1.7940200000000004,1.764620000000002,1.7647200000000003,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.6403940128533203,1.6403940128533203,False,0.8868328999960795,False,False,1,1000,1.6497241092591948,1.6497241092591948,False,1.160493300005328,False,False,1,1000,1.65116492650945,1.65116492650945,False,0.8100325000123121,False,False,1,1000,40,0.19203248393335137,0.06710536792289501,19,0.20004342095442945,0.0520000000000016,18,0.19414125466286863,0.041000000000000036,40,0.18036986342600836,0.07400000000000273,38,0.15117880360632596,0.05350000000000388,27,0.18137783007396838,0.06200000000000383,40,0.17856884186318886,0.08000000000000107,26,0.1522251585432011,0.0500000000000016,37,0.15345280201425823,0.05700000000000216
