n_stud,n_schools,alpha,beta,seed,time_limit,#_sol_methods,avg_rank_DA,avg_rank_EE,avg_rank_EADA,sol_1_label,sol_2_label,sol_3_label,1_avg_rank_result,1_avg_rank_heur,1_bool_CG,1_time,1_time_lim_exceeded,1_optimal,1_n_iter,1_n_match,2_avg_rank_result,2_avg_rank_heur,2_bool_CG,2_time,2_time_lim_exceeded,2_optimal,2_n_iter,2_n_match,3_avg_rank_result,3_avg_rank_heur,3_bool_CG,3_time,3_time_lim_exceeded,3_optimal,3_n_iter,3_n_match,1_n_stud_impr_DA,1_avg_rank_impr_DA,1_median_rank_impr_DA,1_n_stud_impr_EE,1_avg_rank_impr_EE,1_median_rank_impr_EE,1_n_stud_impr_EADA,1_avg_rank_impr_EADA,1_median_rank_impr_EADA,2_n_stud_impr_DA,2_avg_rank_impr_DA,2_median_rank_impr_DA,2_n_stud_impr_EE,2_avg_rank_impr_EE,2_median_rank_impr_EE,2_n_stud_impr_EADA,2_avg_rank_impr_EADA,2_median_rank_impr_EADA,3_n_stud_impr_DA,3_avg_rank_impr_DA,3_median_rank_impr_DA,3_n_stud_impr_EE,3_avg_rank_impr_EE,3_median_rank_impr_EE,3_n_stud_impr_EADA,3_avg_rank_impr_EADA,3_median_rank_impr_EADA
20,4,0.0,0.5,906691059,30,3,1.2640000000000005,1.2274500000000006,1.2293500000000004,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.1896000000000004,1.1896000000000004,False,0.0779999999795109,False,False,1,326,1.1989000000000007,1.1989000000000007,False,0.03100000007543713,False,False,1,326,1.2007500000000007,1.2007500000000007,False,0.045999999972991645,False,False,1,326,15,0.09920000000000001,0.04400000000000004,6,0.12550000000000097,0.09150000000000102,7,0.1120000000000001,0.0880000000000003,17,0.07658823529411687,0.07100000000000084,11,0.0519090909090905,0.019000000000001238,9,0.06288888888888773,0.044000000000000705,15,0.07400000000000002,0.06099999999999994,8,0.06475000000000097,0.04550000000000076,10,0.05720000000000016,0.03200000000000003
20,4,0.0,0.5,413653999,30,3,1.3225500000000001,1.2636500000000006,1.2583499999999999,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.2463000000000002,1.2463000000000002,False,0.0,False,False,1,77,1.2581500000000003,1.2581500000000003,False,0.015999999945051968,False,False,1,77,1.2541500000000003,1.2541500000000003,False,0.01600000006146729,False,False,1,77,11,0.13863636363636359,0.08699999999999997,4,0.107875000000001,0.09450000000000092,5,0.05830000000000002,0.04200000000000004,11,0.1170909090909089,0.049000000000000155,3,0.03666666666666718,0.05174999999999885,4,0.029500000000000165,0.026000000000000245,9,0.14966666666666667,0.08699999999999997,5,0.053000000000001046,0.055000000000000826,3,0.027999999999999952,0.03924999999999956
20,4,0.0,0.5,813847339,30,3,1.1990999999999998,1.1741000000000004,1.1754,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.1615500000000003,1.1615500000000003,False,0.0,False,False,1,27,1.1630000000000007,1.1630000000000007,False,0.0,False,False,1,27,1.1628000000000003,1.1628000000000003,False,0.01600000006146729,False,False,1,27,14,0.05364285714285721,0.03750000000000009,6,0.057500000000001016,0.03400000000000092,7,0.04328571428571436,0.03400000000000025,14,0.05157142857142838,0.03649999999999998,9,0.02466666666666733,0.02099999999999924,7,0.03957142857142837,0.029999999999998472,13,0.05607692307692309,0.04400000000000004,7,0.03857142857142953,0.026000000000001355,9,0.028,0.027000000000000135
20,4,0.25,0.5,906691059,30,3,1.5952,1.518150000000001,1.5136500000000002,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.5038000000000005,1.5038000000000005,False,0.31200000003445894,False,False,1,769,1.5110000000000012,1.5110000000000012,False,0.28100000007543713,False,False,1,769,1.5094500000000004,1.5094500000000004,False,0.15600000007543713,False,False,1,769,12,0.15233333333333338,0.08799999999999908,8,0.044526685393259435,0.01100000000000012,7,0.07317335473515267,0.03900000000000037,15,0.11226666666666564,0.02900000000000058,9,0.015888888888887953,0.013651612903227361,7,0.037521658986172275,0.038651612903226384,11,0.14973850868232888,0.14600000000000035,8,0.03737500000000113,0.04000000000000148,10,0.008400000000000029,0.0050000000000001155
20,4,0.25,0.5,413653999,30,3,1.3908500000000001,1.311000000000001,1.3002500000000003,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.2984000000000004,1.2984000000000004,False,0.015999999945051968,False,False,1,90,1.3092000000000013,1.3092000000000013,False,0.015999999945051968,False,False,1,90,0.3828500000000001,0.3828500000000001,False,0.015999999945051968,False,False,1,90,9,0.20544444444444432,0.10299999999999998,5,0.10440000000000112,0.026666666666667505,3,0.06822222222222218,0.010000000000000009,11,0.14845454545454365,0.08599999999999874,2,0.017999999999998795,0.017999999999998795,3,0.019333333333332686,0.00999999999999801,0,0,0,0,0,0,0,0,0
20,4,0.25,0.5,813847339,30,3,1.27615,1.1106500000000004,1.1117,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.1106500000000001,1.1106500000000001,False,0.0,False,False,1,3,1.110650000000001,1.110650000000001,False,0.0,False,False,1,3,1.1117000000000004,1.1117000000000004,False,0.0,False,False,1,3,10,0.33100000000000007,0.3055,0,0,0,1,0.04200000000000004,0.04200000000000004,10,0.33099999999999924,0.3054999999999992,0,0,0,1,0.04199999999999893,0.04199999999999893,11,0.26363636363636367,0.276,2,0.010500000000001397,0.010500000000001397,0,0,0
20,4,0.5,0.5,906691059,30,3,1.9448000000000003,1.8602500000000013,1.8562,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.8385,1.8385,False,0.125,False,False,1,958,1.8568500000000003,1.8568500000000003,False,0.125,False,False,1,958,1.8562000000000003,1.8562000000000003,False,0.10900000005494803,False,False,1,958,11,0.19327272727272746,0.12200000000000077,4,0.26519558823529565,0.24440588235294247,4,0.21974411764705887,0.24940588235294137,15,0.11726666666666642,0.08400000000000052,4,0.016999999999999904,0.01700000000000168,6,0.06749999999999919,0.0530000000000006,10,0.15219999999999984,0.11350000000000016,6,0.08133333333333466,0.08650000000000124,0,0,0
20,4,0.5,0.5,413653999,30,3,1.8291999999999995,1.8292000000000013,1.7361999999999997,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.8292000000000002,1.8292000000000002,False,0.045999999972991645,False,False,1,139,1.8292000000000017,1.8292000000000017,False,0.03200000000651926,False,False,1,139,1.8292000000000022,1.8292000000000022,False,0.03100000007543713,False,False,1,139,0,0,0,0,0,0,5,0.027600000000000024,0.028999999999999915,0,0,0,0,0,0,5,0.027599999999995316,0.02900000000000169,0,0,0,0,0,0,5,0.02759999999999896,0.028999999999998805
20,4,0.5,0.5,813847339,30,3,2.0551500000000003,2.0551500000000007,1.80515,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.0551500000000016,2.0551500000000016,False,0.0779999999795109,False,False,1,563,2.0551500000000007,2.0551500000000007,False,0.07900000002700835,False,False,1,563,2.055150000000004,2.055150000000004,False,0.06299999996554106,False,False,1,563,0,0,0,0,0,0,2,0.05799999999999983,0.05799999999999983,0,0,0,0,0,0,2,0.05800000000000072,0.05800000000000072,0,0,0,0,0,0,2,0.057999999999998275,0.057999999999998275
20,4,0.75,0.5,906691059,30,3,2.347,2.279800000000001,2.2507499999999996,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.2646999999999986,2.2646999999999986,False,0.03200000000651926,False,False,1,403,2.2646999999999995,2.2646999999999995,False,0.125,False,False,1,403,1.69705,1.69705,False,0.09299999999348074,False,False,1,403,10,0.16460000000000097,0.10850000000000093,8,0.07475000000000304,0.056000000000002714,3,0.047666666666667856,0.052000000000000934,10,0.16460000000000125,0.07178571428571545,9,0.03355555555555862,0.03500000000000414,3,0.04766666666666416,0.05200000000000182,0,0,0,0,0,0,0,0,0
