n_stud,n_schools,alpha,beta,seed,sol_method,iterations,master objective values
10,5,0.0,0.2,906691059,SD_UPON_EADA_SAMPLE,3,1.358,1.358,1.358
10,5,0.0,0.2,413653999,SD_UPON_EADA_SAMPLE,2,1.7403000000000002,1.7403000000000004
10,5,0.0,0.2,813847339,SD_UPON_EADA_SAMPLE,1,1.1
