n_stud,n_schools,alpha,beta,seed,time_limit,#_sol_methods,avg_rank_DA,avg_rank_EE,avg_rank_EADA,sol_1_label,sol_2_label,sol_3_label,1_avg_rank_result,1_avg_rank_heur,1_bool_CG,1_time,1_time_lim_exceeded,1_optimal,1_n_iter,1_n_match,2_avg_rank_result,2_avg_rank_heur,2_bool_CG,2_time,2_time_lim_exceeded,2_optimal,2_n_iter,2_n_match,3_avg_rank_result,3_avg_rank_heur,3_bool_CG,3_time,3_time_lim_exceeded,3_optimal,3_n_iter,3_n_match
20,4,0.5,0.5,906691059,30,3,1.9448000000000003,1.8602500000000013,1.8562,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,1.8385,1.8385,False,0.0940000000409782,False,False,1,958,1.8568500000000003,1.8568500000000003,False,0.09299999999348074,False,False,,,1.8562000000000003,1.8562000000000003,False,0.10900000005494803,False,False,,
30,6,0.5,0.5,906691059,30,3,2.5599,2.5529666666666686,2.313866666666667,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,2.513300000000001,2.513300000000001,False,0.21799999999348074,False,False,1,995,2.513600000000002,2.513600000000002,False,0.2029999999795109,False,False,,,2.5481999999999894,2.5481999999999894,False,0.1720000000204891,False,False,,
