n_stud,n_schools,alpha,beta,seed,time_limit,#_sol_methods,avg_rank_DA,avg_rank_EE,avg_rank_EADA,sol_1_label,sol_2_label,sol_3_label,1_avg_rank_result,1_avg_rank_heur,1_bool_CG,1_time,1_time_lim_exceeded,1_optimal,1_n_iter,1_n_match,2_avg_rank_result,2_avg_rank_heur,2_bool_CG,2_time,2_time_lim_exceeded,2_optimal,2_n_iter,2_n_match,3_avg_rank_result,3_avg_rank_heur,3_bool_CG,3_time,3_time_lim_exceeded,3_optimal,3_n_iter,3_n_match,1_n_stud_impr_DA,1_avg_rank_impr_DA,1_median_rank_impr_DA,1_n_stud_impr_EE,1_avg_rank_impr_EE,1_median_rank_impr_EE,1_n_stud_impr_EADA,1_avg_rank_impr_EADA,1_median_rank_impr_EADA,2_n_stud_impr_DA,2_avg_rank_impr_DA,2_median_rank_impr_DA,2_n_stud_impr_EE,2_avg_rank_impr_EE,2_median_rank_impr_EE,2_n_stud_impr_EADA,2_avg_rank_impr_EADA,2_median_rank_impr_EADA,3_n_stud_impr_DA,3_avg_rank_impr_DA,3_median_rank_impr_DA,3_n_stud_impr_EE,3_avg_rank_impr_EE,3_median_rank_impr_EE,3_n_stud_impr_EADA,3_avg_rank_impr_EADA,3_median_rank_impr_EADA,n_stud_impr_EE_DA,avg_rank_impr_EE_DA,median_rank_impr_EE_DA,n_stud_impr_EADA_DA,avg_rank_impr_EADA_DA,median_rank_impr_EADA_DA,n_stud_impr_EADA_EE,avg_rank_impr_EADA_EE,median_rank_impr_EADA_EE,n_stud_impr_EE_EADA,avg_rank_impr_EE_EADA,median_rank_impr_EE_EADA
100,20,0.5,0.2,906691059,600,3,5.298829999999992,4.816139999999993,4.61218,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,4.622534965022407,4.622534965022407,False,1.436711199930869,False,False,1,1000,4.663666203112127,4.663666203112127,False,1.5892859000014141,False,False,1,1000,,,False,3.0035817000316456,False,False,1,1000,96,0.7044739947683242,0.6154269162648831,23,0.3545655345268674,0.2423417566775128,7,0.25145776053199975,0.15123954840128517,96,0.6616289550915266,0.6134537903469621,91,0.16755362295370158,0.11858326168157607,5,0.08330840292250304,0.06300000000001882,0,0,0,0,0,0,0,0,0,95,0.5080947368421017,0.5069999999999961,97,0.7078865979381441,0.6879999999999997,47,0.27604255319149257,0.2350000000000021,2,0.09049999999999825,0.09049999999999825
100,20,0.5,0.2,413653999,600,3,7.0421,5.985629999999994,5.389229999999997,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,5.698968812240994,5.698968812240994,False,2.4564944999292493,False,False,1,1000,5.783195112588577,5.783195112588577,False,2.975522299995646,False,False,1,1000,,,False,1.9698617999674752,False,False,1,1000,96,1.399094987248958,1.2089808886473996,31,0.5096027802137797,0.3857205534579551,7,0.24694977126416198,0.06541849639423614,96,1.3113592577202249,1.1492765498196835,92,0.2200379210993698,0.16543568805913145,3,0.1470804800869677,0.1904697866302154,0,0,0,0,0,0,0,0,0,96,1.1004895833333286,0.9389999999999943,97,1.703989690721649,1.6690000000000005,39,0.7559230769230811,0.6420000000000048,1,0.04199999999999804,0.04199999999999804
100,20,0.5,0.2,813847339,600,3,5.288909999999994,4.418370000000005,3.938269999999997,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,4.108468210180909,4.108468210180909,False,4.591640099999495,False,False,1,1000,4.185677878763482,4.185677878763482,False,3.075117600033991,False,False,1,1000,,,False,2.1651048000203446,False,False,1,1000,98,1.2045324385909082,0.9933537681855635,28,0.5443700868643312,0.4741402834592727,8,0.3603136598842712,0.2274949892371383,99,1.114375880036885,0.967669993073156,94,0.24754480982608423,0.17819563864693233,5,0.09345366559010335,0.009764846040942743,0,0,0,0,0,0,0,0,0,97,0.8974639175257701,0.7869999999999955,99,1.3642828282828279,1.3049999999999997,52,0.5200576923076957,0.38300000000000445,2,0.030999999999997807,0.030999999999997807
100,20,0.5,0.2,955892128,600,3,6.8082599999999935,6.049120000000003,5.7513199999999935,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,5.808569867315278,5.808569867315278,False,2.417807299993001,False,False,1,1000,5.898589581066006,5.898589581066006,False,3.29761399992276,False,False,1,1000,,,False,2.066052900045179,False,False,1,1000,99,1.0097880128128462,0.7826766790857591,25,0.5418495632416743,0.4553848602238517,9,0.5165903201617588,0.4717162905067811,99,0.918859009024225,0.6620517070779703,94,0.16013874354679475,0.1084209069648292,9,0.2858276146085053,0.2029106286460538,0,0,0,0,0,0,0,0,0,99,0.7668080808080766,0.5599999999999952,100,1.0569400000000002,0.8915,38,0.4937894736842151,0.4580000000000055,7,0.1955714285714272,0.12699999999999623
100,20,0.5,0.2,451585301,600,3,6.466050000000004,5.227079999999996,4.5132400000000015,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,4.851818624178015,4.851818624178015,False,2.5250138000119478,False,False,1,1000,4.939991156515486,4.939991156515486,False,2.868933300022036,False,False,1,1000,,,False,3.919287700089626,False,False,1,1000,97,1.6641560575484338,1.5509362562450022,37,0.7929582676189184,0.5978611052360545,9,0.22726432963129117,0.09518107735082992,98,1.5572029015148028,1.423903197759591,92,0.3120530907440326,0.1993650095695232,5,0.11502962655294766,0.09000000000000163,0,0,0,0,0,0,0,0,0,98,1.264255102040813,1.1394999999999984,98,1.9926632653061234,1.9914999999999998,54,0.925259259259263,0.8710000000000049,4,0.06624999999999759,0.061999999999997835
100,20,0.5,0.2,43469773,600,3,7.182379999999991,6.025759999999996,5.447679999999995,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,5.725517782929206,5.725517782929206,False,2.354784799972549,False,False,1,1000,5.822146737256015,5.822146737256015,False,2.5606966000050306,False,False,1,1000,,,False,2.7281696998979896,False,False,1,1000,98,1.4865940990518254,1.2049839676254366,26,0.6420849171665366,0.502881519206416,7,0.4141777891454325,0.23694657119586449,98,1.387993125248958,1.1142519945432823,98,0.2077686354530441,0.15927515725378782,5,0.24081999224947365,0.19099887210798316,0,0,0,0,0,0,0,0,0,97,1.1923917525773158,0.8969999999999976,97,1.788350515463918,1.5310000000000015,42,0.723928571428576,0.6170000000000035,2,0.17849999999999877,0.17849999999999877
100,20,0.5,0.2,278009742,600,3,6.430100000000002,5.394099999999997,5.062779999999995,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,5.12091648608557,5.12091648608557,False,2.217035899986513,False,False,1,1000,5.215005639720924,5.215005639720924,False,3.4104671999812126,False,False,1,1000,,,False,2.1961331999627873,False,False,1,1000,97,1.3496737256849722,1.213293968917169,31,0.5719137045239137,0.4530766941148556,10,0.5941376042178887,0.2650265232943838,97,1.2526745982258483,1.1601069646971442,96,0.18655662529070408,0.14097940874303516,8,0.5810309387316779,0.2654848620800385,0,0,0,0,0,0,0,0,0,97,1.0680412371133983,1.0209999999999981,97,1.4096082474226808,1.3629999999999995,47,0.5108297872340464,0.4100000000000046,3,0.7513333333333317,0.8199999999999981
100,20,0.5,0.2,548977048,600,3,6.765439999999985,5.797339999999998,5.4899200000000015,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,5.521966041961892,5.521966041961892,False,2.220638999948278,False,False,1,1000,5.630659167273162,5.630659167273162,False,3.285162699990906,False,False,1,1000,,,False,1.9938737000338733,False,False,1,1000,97,1.2819319155031978,1.1206440108226756,28,0.5803904500702709,0.3865813163062808,4,0.5862254908376702,0.5512639194539586,97,1.169877147141068,0.9540638687336562,95,0.17545350813351557,0.11210199289852163,4,0.4205651380936978,0.27734399770475826,0,0,0,0,0,0,0,0,0,96,1.008437499999996,0.8109999999999946,97,1.3149690721649483,1.1840000000000002,37,0.5120540540540582,0.497000000000007,2,0.5424999999999986,0.5424999999999986
100,20,0.5,0.2,521760889,600,3,4.80801,3.926629999999999,3.7538199999999944,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,3.617772358074852,3.617772358074852,False,2.330382499960251,False,False,1,1000,3.7473238935609556,3.7473238935609556,False,2.9401198000414297,False,False,1,1000,,,False,2.7298284999560565,False,False,1,1000,95,1.2528817283422564,0.975690933485577,32,0.7644915258823106,0.6918979990117071,18,0.513456376489579,0.3884555157356627,97,1.0934908313804528,0.9905066951737833,91,0.1970396774055399,0.11501013733685372,17,0.2559031244990838,0.14816239382404328,0,0,0,0,0,0,0,0,0,97,0.9086391752577286,0.8629999999999951,98,1.0757040816326535,0.9525000000000006,40,0.3424500000000027,0.2815000000000032,5,0.15639999999999868,0.08499999999999841
100,20,0.5,0.2,434794718,600,3,7.0189800000000035,5.936749999999998,5.195609999999999,SD_UPON_DA,SD_UPON_EE,SD_UPON_EADA,5.574548723031941,5.574548723031941,False,2.141719099949114,False,False,1,1000,5.696269493470507,5.696269493470507,False,2.9824451999738812,False,False,1,1000,,,False,2.2537677000509575,False,False,1,1000,98,1.4739094662939338,1.2156129689946045,22,0.6131261644615288,0.5253204088868655,9,0.3551816263057808,0.15006569826296512,97,1.3636190788963825,1.161203457776665,94,0.25583032609520756,0.1767052085413856,9,0.24061175236207205,0.15753735668299562,0,0,0,0,0,0,0,0,0,96,1.1273229166666623,0.9574999999999925,96,1.8993437500000006,1.6434999999999997,52,0.8894230769230818,0.7945000000000055,5,0.1305999999999984,0.1519999999999988
